# w*t (2*pi)	rel err in unct (5)	rel err in unct (3)
# hb=m=1	V=0	dx=dt=0.02
1.070000e+01 1.110459e-04 2.472695e-04
1.080000e+01 1.117857e-04 2.489158e-04
1.090000e+01 1.125147e-04 2.505382e-04
1.100000e+01 1.132332e-04 2.521369e-04
1.110000e+01 1.139411e-04 2.537123e-04
1.120000e+01 1.146387e-04 2.552647e-04
1.130000e+01 1.153262e-04 2.567945e-04
1.140000e+01 1.160035e-04 2.583019e-04
1.150000e+01 1.166710e-04 2.597872e-04
1.160000e+01 1.173287e-04 2.612508e-04
1.170000e+01 1.179768e-04 2.626929e-04
1.180000e+01 1.186154e-04 2.641140e-04
1.190000e+01 1.192446e-04 2.655142e-04
1.200000e+01 1.198646e-04 2.668940e-04
1.210000e+01 1.204756e-04 2.682535e-04
1.220000e+01 1.210776e-04 2.695932e-04
1.230000e+01 1.216708e-04 2.709133e-04
1.240000e+01 1.222553e-04 2.722141e-04
1.250000e+01 1.228313e-04 2.734959e-04
1.260000e+01 1.233989e-04 2.747590e-04
1.270000e+01 1.239582e-04 2.760037e-04
1.280000e+01 1.245094e-04 2.772302e-04
1.290000e+01 1.250526e-04 2.784389e-04
1.300000e+01 1.255878e-04 2.796300e-04
1.310000e+01 1.261153e-04 2.808039e-04
1.320000e+01 1.266351e-04 2.819607e-04
1.330000e+01 1.271475e-04 2.831007e-04
1.340000e+01 1.276524e-04 2.842243e-04
1.350000e+01 1.281500e-04 2.853317e-04
1.360000e+01 1.286404e-04 2.864231e-04
1.370000e+01 1.291238e-04 2.874988e-04
1.380000e+01 1.296002e-04 2.885590e-04
1.390000e+01 1.300698e-04 2.896040e-04
1.400000e+01 1.305327e-04 2.906341e-04
1.410000e+01 1.309890e-04 2.916494e-04
1.420000e+01 1.314387e-04 2.926503e-04
1.430000e+01 1.318821e-04 2.936369e-04
1.440000e+01 1.323191e-04 2.946095e-04
1.450000e+01 1.327500e-04 2.955683e-04
1.460000e+01 1.331747e-04 2.965135e-04
1.470000e+01 1.335935e-04 2.974454e-04
1.480000e+01 1.340063e-04 2.983642e-04
1.490000e+01 1.344134e-04 2.992700e-04
1.500000e+01 1.348147e-04 3.001632e-04
1.510000e+01 1.352105e-04 3.010438e-04
1.520000e+01 1.356007e-04 3.019121e-04
1.530000e+01 1.359854e-04 3.027684e-04
1.540000e+01 1.363648e-04 3.036127e-04
1.550000e+01 1.367390e-04 3.044454e-04
1.560000e+01 1.371080e-04 3.052665e-04
1.570000e+01 1.374719e-04 3.060763e-04
1.580000e+01 1.378308e-04 3.068750e-04
1.590000e+01 1.381847e-04 3.076626e-04
1.600000e+01 1.385338e-04 3.084396e-04
1.610000e+01 1.388782e-04 3.092059e-04
1.620000e+01 1.392178e-04 3.099617e-04
1.630000e+01 1.395529e-04 3.107073e-04
1.640000e+01 1.398834e-04 3.114428e-04
1.650000e+01 1.402094e-04 3.121684e-04
1.660000e+01 1.405311e-04 3.128842e-04
1.670000e+01 1.408484e-04 3.135903e-04
1.680000e+01 1.411615e-04 3.142870e-04
1.690000e+01 1.414703e-04 3.149744e-04
1.700000e+01 1.417751e-04 3.156526e-04
1.710000e+01 1.420758e-04 3.163218e-04
1.720000e+01 1.423726e-04 3.169822e-04
1.730000e+01 1.426654e-04 3.176338e-04
1.740000e+01 1.429543e-04 3.182768e-04
1.750000e+01 1.432395e-04 3.189114e-04
1.760000e+01 1.435209e-04 3.195376e-04
1.770000e+01 1.437986e-04 3.201557e-04
1.780000e+01 1.440727e-04 3.207657e-04
1.790000e+01 1.443433e-04 3.213678e-04
1.800000e+01 1.446103e-04 3.219621e-04
1.810000e+01 1.448739e-04 3.225487e-04
1.820000e+01 1.451342e-04 3.231278e-04
1.830000e+01 1.453910e-04 3.236994e-04
1.840000e+01 1.456446e-04 3.242638e-04
1.850000e+01 1.458949e-04 3.248209e-04
1.860000e+01 1.461421e-04 3.253709e-04
1.870000e+01 1.463861e-04 3.259139e-04
1.880000e+01 1.466270e-04 3.264501e-04
1.890000e+01 1.468649e-04 3.269795e-04
1.900000e+01 1.470998e-04 3.275022e-04
1.910000e+01 1.473318e-04 3.280184e-04
1.920000e+01 1.475608e-04 3.285281e-04
1.930000e+01 1.477870e-04 3.290315e-04
1.940000e+01 1.480104e-04 3.295287e-04
1.950000e+01 1.482310e-04 3.300196e-04
1.960000e+01 1.484489e-04 3.305045e-04
1.970000e+01 1.486641e-04 3.309835e-04
1.980000e+01 1.488767e-04 3.314565e-04
1.990000e+01 1.490867e-04 3.319238e-04
2.000000e+01 1.492941e-04 3.323853e-04
2.010000e+01 1.494990e-04 3.328413e-04
2.020000e+01 1.497014e-04 3.332917e-04
2.030000e+01 1.499013e-04 3.337367e-04
2.040000e+01 1.500988e-04 3.341763e-04
2.050000e+01 1.502940e-04 3.346106e-04
2.060000e+01 1.504868e-04 3.350397e-04
2.070000e+01 1.506774e-04 3.354637e-04
2.080000e+01 1.508656e-04 3.358826e-04
2.090000e+01 1.510516e-04 3.362966e-04
2.100000e+01 1.512354e-04 3.367056e-04
2.110000e+01 1.514171e-04 3.371099e-04
2.120000e+01 1.515966e-04 3.375094e-04
2.130000e+01 1.517740e-04 3.379042e-04
2.140000e+01 1.519493e-04 3.382943e-04
2.150000e+01 1.521226e-04 3.386800e-04
2.160000e+01 1.522939e-04 3.390611e-04
2.170000e+01 1.524632e-04 3.394378e-04
2.180000e+01 1.526305e-04 3.398102e-04
2.190000e+01 1.527959e-04 3.401783e-04
2.200000e+01 1.529594e-04 3.405422e-04
2.210000e+01 1.531210e-04 3.409019e-04
2.220000e+01 1.532808e-04 3.412575e-04
2.230000e+01 1.534388e-04 3.416090e-04
2.240000e+01 1.535950e-04 3.419566e-04
2.250000e+01 1.537494e-04 3.423002e-04
2.260000e+01 1.539021e-04 3.426400e-04
2.270000e+01 1.540530e-04 3.429759e-04
2.280000e+01 1.542023e-04 3.433081e-04
2.290000e+01 1.543499e-04 3.436365e-04
2.300000e+01 1.544958e-04 3.439613e-04
2.310000e+01 1.546402e-04 3.442825e-04
2.320000e+01 1.547829e-04 3.446002e-04
2.330000e+01 1.549240e-04 3.449143e-04
2.340000e+01 1.550636e-04 3.452250e-04
2.350000e+01 1.552017e-04 3.455323e-04
2.360000e+01 1.553383e-04 3.458362e-04
2.370000e+01 1.554734e-04 3.461368e-04
2.380000e+01 1.556070e-04 3.464341e-04
2.390000e+01 1.557391e-04 3.467282e-04
2.400000e+01 1.558699e-04 3.470191e-04
2.410000e+01 1.559992e-04 3.473069e-04
2.420000e+01 1.561271e-04 3.475916e-04
2.430000e+01 1.562537e-04 3.478733e-04
2.440000e+01 1.563789e-04 3.481519e-04
2.450000e+01 1.565027e-04 3.484276e-04
2.460000e+01 1.566253e-04 3.487004e-04
2.470000e+01 1.567466e-04 3.489702e-04
2.480000e+01 1.568666e-04 3.492372e-04
2.490000e+01 1.569853e-04 3.495014e-04
2.500000e+01 1.571028e-04 3.497629e-04
2.510000e+01 1.572190e-04 3.500216e-04
2.520000e+01 1.573340e-04 3.502776e-04
2.530000e+01 1.574479e-04 3.505309e-04
2.540000e+01 1.575605e-04 3.507817e-04
2.550000e+01 1.576720e-04 3.510298e-04
2.560000e+01 1.577824e-04 3.512753e-04
2.570000e+01 1.578916e-04 3.515184e-04
2.580000e+01 1.579997e-04 3.517589e-04
2.590000e+01 1.581067e-04 3.519970e-04
2.600000e+01 1.582126e-04 3.522327e-04
2.610000e+01 1.583174e-04 3.524660e-04
2.620000e+01 1.584212e-04 3.526969e-04
2.630000e+01 1.585239e-04 3.529255e-04
2.640000e+01 1.586256e-04 3.531518e-04
2.650000e+01 1.587262e-04 3.533758e-04
2.660000e+01 1.588259e-04 3.535976e-04
2.670000e+01 1.589245e-04 3.538171e-04
2.680000e+01 1.590222e-04 3.540345e-04
2.690000e+01 1.591189e-04 3.542497e-04
2.700000e+01 1.592147e-04 3.544628e-04
2.710000e+01 1.593095e-04 3.546738e-04
2.720000e+01 1.594033e-04 3.548827e-04
2.730000e+01 1.594963e-04 3.550895e-04
2.740000e+01 1.595883e-04 3.552944e-04
2.750000e+01 1.596795e-04 3.554972e-04
2.760000e+01 1.597697e-04 3.556981e-04
2.770000e+01 1.598591e-04 3.558970e-04
2.780000e+01 1.599476e-04 3.560940e-04
2.790000e+01 1.600353e-04 3.562891e-04
2.800000e+01 1.601221e-04 3.564823e-04
2.810000e+01 1.602081e-04 3.566737e-04
2.820000e+01 1.602933e-04 3.568632e-04
2.830000e+01 1.603776e-04 3.570509e-04
2.840000e+01 1.604612e-04 3.572369e-04
2.850000e+01 1.605440e-04 3.574210e-04
2.860000e+01 1.606259e-04 3.576035e-04
2.870000e+01 1.607071e-04 3.577842e-04
2.880000e+01 1.607876e-04 3.579632e-04
2.890000e+01 1.608673e-04 3.581405e-04
2.900000e+01 1.609462e-04 3.583162e-04
2.910000e+01 1.610244e-04 3.584903e-04
2.920000e+01 1.611019e-04 3.586627e-04
2.930000e+01 1.611787e-04 3.588335e-04
2.940000e+01 1.612547e-04 3.590028e-04
2.950000e+01 1.613301e-04 3.591704e-04
2.960000e+01 1.614047e-04 3.593366e-04
2.970000e+01 1.614787e-04 3.595012e-04
2.980000e+01 1.615520e-04 3.596643e-04
2.990000e+01 1.616246e-04 3.598259e-04
3.000000e+01 1.616966e-04 3.599861e-04
3.010000e+01 1.617679e-04 3.601448e-04
3.020000e+01 1.618386e-04 3.603020e-04
3.030000e+01 1.619086e-04 3.604579e-04
3.040000e+01 1.619780e-04 3.606123e-04
3.050000e+01 1.620468e-04 3.607654e-04
3.060000e+01 1.621149e-04 3.609171e-04
3.070000e+01 1.621825e-04 3.610674e-04
3.080000e+01 1.622494e-04 3.612164e-04
3.090000e+01 1.623158e-04 3.613641e-04
3.100000e+01 1.623816e-04 3.615104e-04
3.110000e+01 1.624467e-04 3.616555e-04
3.120000e+01 1.625114e-04 3.617993e-04
3.130000e+01 1.625754e-04 3.619418e-04
3.140000e+01 1.626389e-04 3.620831e-04
3.150000e+01 1.627018e-04 3.622232e-04
3.160000e+01 1.627642e-04 3.623620e-04
3.170000e+01 1.628260e-04 3.624996e-04
3.180000e+01 1.628874e-04 3.626360e-04
3.190000e+01 1.629481e-04 3.627713e-04
3.200000e+01 1.630084e-04 3.629054e-04
3.210000e+01 1.630681e-04 3.630383e-04
3.220000e+01 1.631273e-04 3.631701e-04
3.230000e+01 1.631861e-04 3.633007e-04
3.240000e+01 1.632443e-04 3.634303e-04
3.250000e+01 1.633020e-04 3.635587e-04
3.260000e+01 1.633592e-04 3.636861e-04
3.270000e+01 1.634160e-04 3.638124e-04
3.280000e+01 1.634722e-04 3.639376e-04
3.290000e+01 1.635280e-04 3.640617e-04
3.300000e+01 1.635833e-04 3.641848e-04
3.310000e+01 1.636382e-04 3.643069e-04
3.320000e+01 1.636926e-04 3.644280e-04
3.330000e+01 1.637465e-04 3.645480e-04
3.340000e+01 1.638000e-04 3.646671e-04
3.350000e+01 1.638531e-04 3.647851e-04
3.360000e+01 1.639057e-04 3.649022e-04
3.370000e+01 1.639579e-04 3.650183e-04
3.380000e+01 1.640097e-04 3.651335e-04
3.390000e+01 1.640610e-04 3.652477e-04
3.400000e+01 1.641119e-04 3.653610e-04
3.410000e+01 1.641624e-04 3.654734e-04
3.420000e+01 1.642125e-04 3.655848e-04
3.430000e+01 1.642622e-04 3.656953e-04
3.440000e+01 1.643114e-04 3.658050e-04
3.450000e+01 1.643603e-04 3.659137e-04
3.460000e+01 1.644088e-04 3.660216e-04
3.470000e+01 1.644569e-04 3.661286e-04
3.480000e+01 1.645046e-04 3.662348e-04
3.490000e+01 1.645519e-04 3.663401e-04
3.500000e+01 1.645989e-04 3.664445e-04
3.510000e+01 1.646454e-04 3.665482e-04
3.520000e+01 1.646916e-04 3.666510e-04
3.530000e+01 1.647375e-04 3.667530e-04
3.540000e+01 1.647830e-04 3.668542e-04
3.550000e+01 1.648281e-04 3.669545e-04
3.560000e+01 1.648728e-04 3.670541e-04
3.570000e+01 1.649173e-04 3.671530e-04
3.580000e+01 1.649613e-04 3.672510e-04
3.590000e+01 1.650050e-04 3.673483e-04
3.600000e+01 1.650484e-04 3.674448e-04
3.610000e+01 1.650915e-04 3.675406e-04
3.620000e+01 1.651342e-04 3.676356e-04
3.630000e+01 1.651766e-04 3.677299e-04
3.640000e+01 1.652186e-04 3.678234e-04
3.650000e+01 1.652604e-04 3.679163e-04
3.660000e+01 1.653018e-04 3.680084e-04
3.670000e+01 1.653429e-04 3.680999e-04
3.680000e+01 1.653837e-04 3.681906e-04
3.690000e+01 1.654241e-04 3.682806e-04
3.700000e+01 1.654643e-04 3.683700e-04
3.710000e+01 1.655042e-04 3.684586e-04
3.720000e+01 1.655437e-04 3.685467e-04
3.730000e+01 1.655830e-04 3.686340e-04
3.740000e+01 1.656220e-04 3.687207e-04
3.750000e+01 1.656607e-04 3.688067e-04
3.760000e+01 1.656991e-04 3.688921e-04
3.770000e+01 1.657372e-04 3.689769e-04
3.780000e+01 1.657750e-04 3.690610e-04
3.790000e+01 1.658125e-04 3.691445e-04
3.800000e+01 1.658498e-04 3.692274e-04
3.810000e+01 1.658868e-04 3.693096e-04
3.820000e+01 1.659235e-04 3.693913e-04
3.830000e+01 1.659600e-04 3.694723e-04
3.840000e+01 1.659961e-04 3.695528e-04
3.850000e+01 1.660321e-04 3.696327e-04
3.860000e+01 1.660677e-04 3.697119e-04
3.870000e+01 1.661031e-04 3.697906e-04
3.880000e+01 1.661383e-04 3.698688e-04
3.890000e+01 1.661731e-04 3.699464e-04
3.900000e+01 1.662078e-04 3.700234e-04
3.910000e+01 1.662422e-04 3.700998e-04
3.920000e+01 1.662763e-04 3.701757e-04
3.930000e+01 1.663102e-04 3.702511e-04
3.940000e+01 1.663439e-04 3.703259e-04
3.950000e+01 1.663773e-04 3.704002e-04
3.960000e+01 1.664105e-04 3.704739e-04
3.970000e+01 1.664434e-04 3.705471e-04
3.980000e+01 1.664761e-04 3.706198e-04
3.990000e+01 1.665086e-04 3.706920e-04
4.000000e+01 1.665409e-04 3.707637e-04
4.010000e+01 1.665729e-04 3.708349e-04
4.020000e+01 1.666047e-04 3.709056e-04
4.030000e+01 1.666363e-04 3.709757e-04
4.040000e+01 1.666677e-04 3.710454e-04
4.050000e+01 1.666988e-04 3.711146e-04
4.060000e+01 1.667297e-04 3.711833e-04
4.070000e+01 1.667605e-04 3.712516e-04
4.080000e+01 1.667910e-04 3.713194e-04
4.090000e+01 1.668213e-04 3.713867e-04
4.100000e+01 1.668514e-04 3.714535e-04
4.110000e+01 1.668813e-04 3.715199e-04
4.120000e+01 1.669109e-04 3.715858e-04
4.130000e+01 1.669404e-04 3.716513e-04
4.140000e+01 1.669697e-04 3.717163e-04
4.150000e+01 1.669988e-04 3.717809e-04
4.160000e+01 1.670277e-04 3.718450e-04
4.170000e+01 1.670564e-04 3.719087e-04
4.180000e+01 1.670849e-04 3.719720e-04
4.190000e+01 1.671132e-04 3.720348e-04
4.200000e+01 1.671414e-04 3.720973e-04
4.210000e+01 1.671693e-04 3.721593e-04
4.220000e+01 1.671971e-04 3.722209e-04
4.230000e+01 1.672246e-04 3.722820e-04
4.240000e+01 1.672520e-04 3.723428e-04
4.250000e+01 1.672792e-04 3.724032e-04
4.260000e+01 1.673063e-04 3.724632e-04
4.270000e+01 1.673331e-04 3.725227e-04
4.280000e+01 1.673598e-04 3.725819e-04
4.290000e+01 1.673863e-04 3.726407e-04
4.300000e+01 1.674127e-04 3.726991e-04
4.310000e+01 1.674389e-04 3.727571e-04
4.320000e+01 1.674649e-04 3.728148e-04
4.330000e+01 1.674907e-04 3.728720e-04
4.340000e+01 1.675164e-04 3.729289e-04
4.350000e+01 1.675419e-04 3.729854e-04
4.360000e+01 1.675673e-04 3.730416e-04
4.370000e+01 1.675924e-04 3.730974e-04
4.380000e+01 1.676175e-04 3.731528e-04
4.390000e+01 1.676424e-04 3.732079e-04
4.400000e+01 1.676671e-04 3.732627e-04
4.410000e+01 1.676916e-04 3.733170e-04
4.420000e+01 1.677161e-04 3.733711e-04
4.430000e+01 1.677403e-04 3.734248e-04
4.440000e+01 1.677644e-04 3.734781e-04
4.450000e+01 1.677884e-04 3.735311e-04
4.460000e+01 1.678122e-04 3.735838e-04
4.470000e+01 1.678359e-04 3.736362e-04
4.480000e+01 1.678594e-04 3.736882e-04
4.490000e+01 1.678828e-04 3.737399e-04
4.500000e+01 1.679060e-04 3.737913e-04
4.510000e+01 1.679291e-04 3.738423e-04
4.520000e+01 1.679521e-04 3.738930e-04
4.530000e+01 1.679749e-04 3.739435e-04
4.540000e+01 1.679976e-04 3.739936e-04
4.550000e+01 1.680202e-04 3.740434e-04
4.560000e+01 1.680426e-04 3.740929e-04
4.570000e+01 1.680649e-04 3.741421e-04
4.580000e+01 1.680870e-04 3.741910e-04
4.590000e+01 1.681091e-04 3.742396e-04
4.600000e+01 1.681310e-04 3.742879e-04
4.610000e+01 1.681527e-04 3.743359e-04
4.620000e+01 1.681744e-04 3.743836e-04
4.630000e+01 1.681959e-04 3.744310e-04
4.640000e+01 1.682173e-04 3.744782e-04
4.650000e+01 1.682386e-04 3.745250e-04
4.660000e+01 1.682597e-04 3.745716e-04
4.670000e+01 1.682807e-04 3.746179e-04
4.680000e+01 1.683017e-04 3.746640e-04
4.690000e+01 1.683224e-04 3.747097e-04
4.700000e+01 1.683431e-04 3.747552e-04
4.710000e+01 1.683637e-04 3.748004e-04
4.720000e+01 1.683841e-04 3.748454e-04
4.730000e+01 1.684045e-04 3.748901e-04
4.740000e+01 1.684247e-04 3.749345e-04
4.750000e+01 1.684448e-04 3.749787e-04
4.760000e+01 1.684648e-04 3.750226e-04
4.770000e+01 1.684847e-04 3.750663e-04
4.780000e+01 1.685044e-04 3.751097e-04
4.790000e+01 1.685241e-04 3.751528e-04
4.800000e+01 1.685437e-04 3.751958e-04
4.810000e+01 1.685631e-04 3.752384e-04
4.820000e+01 1.685825e-04 3.752808e-04
4.830000e+01 1.686017e-04 3.753230e-04
4.840000e+01 1.686209e-04 3.753650e-04
4.850000e+01 1.686399e-04 3.754067e-04
4.860000e+01 1.686589e-04 3.754481e-04
4.870000e+01 1.686777e-04 3.754894e-04
4.880000e+01 1.686965e-04 3.755304e-04
4.890000e+01 1.687152e-04 3.755712e-04
4.900000e+01 1.687337e-04 3.756117e-04
4.910000e+01 1.687522e-04 3.756521e-04
4.920000e+01 1.687705e-04 3.756922e-04
4.930000e+01 1.687888e-04 3.757320e-04
4.940000e+01 1.688070e-04 3.757717e-04
4.950000e+01 1.688251e-04 3.758111e-04
4.960000e+01 1.688431e-04 3.758504e-04
4.970000e+01 1.688610e-04 3.758894e-04
4.980000e+01 1.688788e-04 3.759282e-04
4.990000e+01 1.688965e-04 3.759668e-04
5.000000e+01 1.689142e-04 3.760052e-04
5.010000e+01 1.689318e-04 3.760434e-04
