# w*t (2*pi)	rel err in unct (5)	rel err in unct (3)
# hb=m=1	V=1/2mw^2x^2	 sig = 2	w=0.1	dx=dt=0.02
0.000000e+00 7.851497e-13 7.851497e-13
1.000000e-02 -3.588631e-09 6.890942e-09
2.000000e-02 -1.434433e-08 2.760496e-08
3.000000e-02 -3.222940e-08 6.227247e-08
4.000000e-02 -5.718227e-08 1.111094e-07
5.000000e-02 -8.911704e-08 1.744177e-07
6.000000e-02 -1.279237e-07 2.525841e-07
7.000000e-02 -1.734686e-07 3.460804e-07
8.000000e-02 -2.255946e-07 4.554614e-07
9.000000e-02 -2.841217e-07 5.813649e-07
1.000000e-01 -3.488479e-07 7.245096e-07
1.100000e-01 -4.195493e-07 8.856945e-07
1.200000e-01 -4.959810e-07 1.065797e-06
1.300000e-01 -5.778780e-07 1.265770e-06
1.400000e-01 -6.649557e-07 1.486644e-06
1.500000e-01 -7.569112e-07 1.729521e-06
1.600000e-01 -8.534236e-07 1.995572e-06
1.700000e-01 -9.541556e-07 2.286040e-06
1.800000e-01 -1.058754e-06 2.602234e-06
1.900000e-01 -1.166851e-06 2.945525e-06
2.000000e-01 -1.278066e-06 3.317347e-06
2.100000e-01 -1.392004e-06 3.719192e-06
2.200000e-01 -1.508260e-06 4.152610e-06
2.300000e-01 -1.626420e-06 4.619201e-06
2.400000e-01 -1.746058e-06 5.120620e-06
2.500000e-01 -1.866744e-06 5.658564e-06
2.600000e-01 -1.988037e-06 6.234779e-06
2.700000e-01 -2.109495e-06 6.851050e-06
2.800000e-01 -2.230669e-06 7.509200e-06
2.900000e-01 -2.351109e-06 8.211087e-06
3.000000e-01 -2.470361e-06 8.958600e-06
3.100000e-01 -2.587972e-06 9.753658e-06
3.200000e-01 -2.703491e-06 1.059820e-05
3.300000e-01 -2.816466e-06 1.149420e-05
3.400000e-01 -2.926450e-06 1.244362e-05
3.500000e-01 -3.033000e-06 1.344847e-05
3.600000e-01 -3.135679e-06 1.451075e-05
3.700000e-01 -3.234055e-06 1.563248e-05
3.800000e-01 -3.327705e-06 1.681566e-05
3.900000e-01 -3.416212e-06 1.806233e-05
4.000000e-01 -3.499173e-06 1.937448e-05
4.100000e-01 -3.576193e-06 2.075413e-05
4.200000e-01 -3.646887e-06 2.220326e-05
4.300000e-01 -3.710887e-06 2.372386e-05
4.400000e-01 -3.767834e-06 2.531789e-05
4.500000e-01 -3.817386e-06 2.698728e-05
