# w*t (2*pi)	rel err in unct (5)	rel err in unct (3)
# hb=m=1	V=1/2mw^2x^2	 sig = 2	w=0.1	dx=dt=0.005
0.000000e+00 2.918554e-12 2.918554e-12
1.000000e-02 -2.214786e-10 4.336220e-10
2.000000e-02 -8.936452e-10 1.728557e-09
3.000000e-02 -2.011362e-09 3.895747e-09
4.000000e-02 -3.570773e-09 6.948706e-09
5.000000e-02 -5.566480e-09 1.090630e-08
6.000000e-02 -7.991656e-09 1.579270e-08
7.000000e-02 -1.083797e-08 2.163744e-08
8.000000e-02 -1.409554e-08 2.847516e-08
9.000000e-02 -1.775314e-08 3.634573e-08
1.000000e-01 -2.179809e-08 4.529409e-08
1.100000e-01 -2.621645e-08 5.537020e-08
1.200000e-01 -3.099287e-08 6.662890e-08
1.300000e-01 -3.611084e-08 7.912983e-08
1.400000e-01 -4.155247e-08 9.293724e-08
1.500000e-01 -4.729891e-08 1.081202e-07
1.600000e-01 -5.332999e-08 1.247518e-07
1.700000e-01 -5.962471e-08 1.429099e-07
1.800000e-01 -6.616095e-08 1.626761e-07
1.900000e-01 -7.291568e-08 1.841362e-07
2.000000e-01 -7.986507e-08 2.073800e-07
2.100000e-01 -8.698452e-08 2.325006e-07
2.200000e-01 -9.424867e-08 2.595950e-07
2.300000e-01 -1.016316e-07 2.887632e-07
2.400000e-01 -1.091067e-07 3.201085e-07
2.500000e-01 -1.166470e-07 3.537373e-07
2.600000e-01 -1.242251e-07 3.897585e-07
2.700000e-01 -1.318131e-07 4.282838e-07
2.800000e-01 -1.393832e-07 4.694272e-07
2.900000e-01 -1.469070e-07 5.133048e-07
3.000000e-01 -1.543562e-07 5.600347e-07
3.100000e-01 -1.617026e-07 6.097368e-07
3.200000e-01 -1.689179e-07 6.625324e-07
3.300000e-01 -1.759737e-07 7.185444e-07
3.400000e-01 -1.828422e-07 7.778968e-07
3.500000e-01 -1.894956e-07 8.407140e-07
3.600000e-01 -1.959064e-07 9.071217e-07
3.700000e-01 -2.020478e-07 9.772455e-07
3.800000e-01 -2.078933e-07 1.051212e-06
3.900000e-01 -2.134168e-07 1.129146e-06
4.000000e-01 -2.185930e-07 1.211175e-06
4.100000e-01 -2.233971e-07 1.297422e-06
4.200000e-01 -2.278053e-07 1.388014e-06
4.300000e-01 -2.317943e-07 1.483074e-06
4.400000e-01 -2.353418e-07 1.582724e-06
4.500000e-01 -2.384262e-07 1.687086e-06
4.600000e-01 -2.410272e-07 1.796278e-06
4.700000e-01 -2.431249e-07 1.910419e-06
4.800000e-01 -2.447011e-07 2.029624e-06
4.900000e-01 -2.457384e-07 2.154007e-06
5.000000e-01 -2.462204e-07 2.283677e-06
5.100000e-01 -2.461320e-07 2.418743e-06
5.200000e-01 -2.454592e-07 2.559310e-06
5.300000e-01 -2.441894e-07 2.705479e-06
5.400000e-01 -2.423111e-07 2.857349e-06
5.500000e-01 -2.398142e-07 3.015012e-06
5.600000e-01 -2.366899e-07 3.178560e-06
5.700000e-01 -2.329306e-07 3.348079e-06
5.800000e-01 -2.285302e-07 3.523650e-06
5.900000e-01 -2.234841e-07 3.705350e-06
6.000000e-01 -2.177889e-07 3.893251e-06
6.100000e-01 -2.114425e-07 4.087420e-06
6.200000e-01 -2.044446e-07 4.287918e-06
6.300000e-01 -1.967959e-07 4.494801e-06
6.400000e-01 -1.884990e-07 4.708118e-06
6.500000e-01 -1.795578e-07 4.927913e-06
6.600000e-01 -1.699775e-07 5.154224e-06
6.700000e-01 -1.597649e-07 5.387080e-06
6.800000e-01 -1.489281e-07 5.626507e-06
6.900000e-01 -1.374769e-07 5.872520e-06
7.000000e-01 -1.254223e-07 6.125130e-06
7.100000e-01 -1.127768e-07 6.384337e-06
7.200000e-01 -9.955449e-08 6.650137e-06
7.300000e-01 -8.577081e-08 6.922515e-06
7.400000e-01 -7.144243e-08 7.201450e-06
7.500000e-01 -5.658760e-08 7.486912e-06
7.600000e-01 -4.122594e-08 7.778861e-06
7.700000e-01 -2.537825e-08 8.077250e-06
7.800000e-01 -9.066936e-09 8.382021e-06
7.900000e-01 7.684542e-09 8.693110e-06
8.000000e-01 2.485135e-08 9.010440e-06
8.100000e-01 4.240731e-08 9.333927e-06
